Age,Gender,Course,InternetAccess,SleepQuality,StudyMethod,FacilityRating,ExamDifficulty,Grade,StudyLevel,SleepLevel,AttendanceLevel
19,other,ba,yes,average,coaching,high,easy,A,high,good,low
22,female,btech,yes,average,online,low,moderate,C,high,good,low
20,female,bcom,yes,good,mixed,high,moderate,B,medium,regular,low
21,male,bba,yes,poor,coaching,medium,moderate,D,low,good,high
20,other,bcom,yes,poor,groupstudy,low,hard,D,high,good,medium
19,male,bcom,yes,average,mixed,high,moderate,A,high,bad,high
19,female,bca,yes,average,selfstudy,medium,hard,F,low,bad,low
22,female,ba,no,average,mixed,high,hard,A,high,good,medium
21,female,bca,yes,poor,coaching,medium,moderate,F,medium,good,high
21,female,btech,yes,average,groupstudy,high,hard,A,medium,good,low
21,female,diploma,yes,good,online,high,moderate,B,medium,good,high
18,female,bca,yes,good,coaching,medium,hard,A,high,good,low
24,female,bca,yes,good,coaching,low,easy,D,low,good,low
21,female,bba,yes,average,groupstudy,medium,moderate,D,medium,regular,low
22,other,ba,yes,poor,selfstudy,high,moderate,D,medium,regular,high
24,other,ba,yes,average,coaching,low,moderate,A,high,good,high
24,male,bba,yes,good,selfstudy,high,easy,A,medium,regular,high
22,other,ba,yes,average,selfstudy,low,hard,D,medium,good,medium
23,male,bca,yes,good,online,low,moderate,A,high,good,high
20,male,bcom,yes,good,online,low,easy,D,high,regular,medium
22,female,bca,yes,average,coaching,high,hard,C,low,good,high
19,male,bcom,yes,poor,mixed,high,hard,D,low,good,high
22,female,ba,yes,poor,groupstudy,low,easy,D,high,good,medium
17,male,btech,yes,good,groupstudy,high,moderate,D,medium,bad,low
24,female,diploma,yes,good,selfstudy,high,moderate,F,low,good,high
18,other,bba,yes,good,selfstudy,medium,easy,C,medium,good,medium
22,other,bsc,yes,poor,groupstudy,high,moderate,B,high,regular,high
17,female,btech,yes,poor,selfstudy,low,hard,B,high,good,medium
18,male,bca,yes,poor,mixed,high,easy,D,medium,good,medium
24,other,btech,yes,poor,coaching,low,moderate,F,low,good,medium
23,male,ba,yes,good,online,low,hard,B,medium,good,medium
18,female,btech,yes,good,online,medium,moderate,A,high,good,medium
18,male,bba,yes,average,mixed,high,moderate,B,high,good,high
23,female,bsc,yes,poor,selfstudy,high,easy,F,medium,bad,medium
24,male,bcom,yes,average,coaching,low,easy,A,high,good,medium
18,other,ba,yes,poor,coaching,high,hard,F,low,regular,low
22,male,bcom,yes,poor,groupstudy,medium,hard,F,medium,bad,medium
19,female,bba,yes,good,online,low,easy,F,low,regular,low
22,female,ba,yes,poor,coaching,low,moderate,A,high,regular,high
20,female,bcom,yes,average,online,low,moderate,B,high,good,high
18,female,bcom,yes,average,groupstudy,low,hard,F,medium,regular,low
19,male,bcom,yes,average,online,medium,hard,B,medium,good,medium
21,other,bcom,no,good,groupstudy,low,hard,A,high,good,low
23,female,bba,yes,poor,mixed,high,hard,D,low,good,high
17,male,bca,yes,average,selfstudy,high,moderate,F,low,regular,low
24,male,bba,yes,good,mixed,low,hard,B,high,regular,high
22,female,btech,yes,good,online,medium,moderate,B,high,regular,high
24,other,bca,no,good,groupstudy,low,moderate,C,low,good,high
24,other,bca,no,average,online,medium,easy,D,low,regular,high
18,female,bca,yes,poor,groupstudy,medium,easy,F,high,bad,medium
17,female,btech,yes,good,groupstudy,medium,easy,F,low,good,medium
23,male,bca,yes,good,selfstudy,high,moderate,B,medium,regular,medium
18,female,ba,yes,good,selfstudy,high,easy,D,high,regular,low
18,male,bca,yes,average,mixed,low,moderate,A,medium,bad,high
20,other,bca,yes,poor,mixed,medium,moderate,F,medium,good,medium
24,female,diploma,yes,good,online,medium,moderate,B,high,regular,medium
23,male,btech,yes,poor,selfstudy,low,moderate,C,high,bad,low
21,other,ba,no,average,mixed,low,moderate,B,high,good,medium
18,other,bca,yes,average,online,high,easy,F,medium,good,low
19,male,bba,yes,average,selfstudy,high,easy,A,high,good,low
22,male,bca,yes,average,selfstudy,low,easy,F,medium,good,medium
18,male,bca,yes,poor,coaching,medium,hard,F,low,regular,low
21,female,btech,no,average,coaching,low,hard,F,low,regular,high
17,female,bsc,yes,poor,mixed,medium,moderate,C,medium,good,medium
19,other,bba,yes,poor,online,high,easy,F,low,regular,medium
18,other,bcom,yes,poor,coaching,medium,moderate,A,high,good,high
22,other,bcom,yes,good,selfstudy,low,moderate,F,low,good,high
24,other,diploma,yes,average,online,low,moderate,D,medium,good,medium
18,male,btech,yes,average,coaching,high,moderate,A,high,bad,high
23,male,ba,yes,average,mixed,high,moderate,D,low,bad,low
22,other,bcom,yes,poor,mixed,medium,moderate,C,medium,bad,high
24,female,btech,yes,average,groupstudy,medium,easy,A,high,good,high
24,male,bcom,yes,good,online,high,easy,D,low,good,low
17,other,bcom,yes,average,groupstudy,low,easy,F,medium,good,medium
22,male,ba,yes,good,groupstudy,high,easy,F,low,good,low
21,other,bsc,no,average,mixed,low,easy,C,high,regular,low
17,other,bca,no,average,online,low,easy,F,medium,good,low
19,female,bcom,no,average,online,high,easy,A,high,good,high
24,female,bba,yes,poor,online,low,moderate,F,high,good,low
21,other,ba,no,poor,groupstudy,high,hard,D,medium,regular,low
19,other,ba,yes,average,online,medium,hard,B,high,good,low
19,female,ba,yes,good,selfstudy,low,easy,F,low,regular,high
23,male,bcom,yes,good,online,high,hard,A,high,regular,low
19,male,ba,yes,average,online,high,moderate,D,high,good,medium
18,female,ba,yes,good,coaching,high,moderate,A,high,regular,low
21,male,btech,yes,poor,online,high,moderate,D,high,regular,low
24,other,bca,no,average,coaching,medium,easy,F,low,regular,high
18,female,ba,no,poor,selfstudy,medium,easy,B,high,good,high
19,other,bcom,yes,good,coaching,low,easy,B,high,good,medium
20,male,btech,yes,good,coaching,low,easy,A,high,regular,high
18,male,bcom,yes,average,coaching,medium,moderate,B,high,regular,high
22,female,bcom,no,poor,groupstudy,low,moderate,F,medium,bad,high
19,male,bca,yes,poor,selfstudy,high,moderate,B,high,regular,low
18,other,bba,yes,average,online,medium,moderate,F,low,regular,low
19,female,bcom,yes,poor,groupstudy,medium,hard,F,low,bad,high
24,other,btech,yes,average,mixed,medium,easy,C,medium,good,medium
24,other,bsc,yes,average,selfstudy,medium,moderate,F,low,good,medium
21,male,diploma,yes,average,groupstudy,medium,easy,F,medium,bad,medium
20,other,btech,yes,good,mixed,low,moderate,F,medium,bad,high
23,male,bba,yes,poor,selfstudy,high,easy,C,high,good,medium
18,other,ba,yes,poor,groupstudy,medium,moderate,B,high,bad,low
22,other,bsc,no,good,selfstudy,medium,easy,C,high,good,low
22,other,diploma,yes,good,online,medium,moderate,D,medium,good,low
22,female,bcom,yes,poor,mixed,low,moderate,B,high,good,high
18,male,bba,yes,good,groupstudy,medium,easy,B,high,good,medium
22,male,btech,yes,good,online,high,easy,A,high,good,high
21,male,diploma,no,good,coaching,high,moderate,F,low,good,medium
24,other,btech,yes,good,coaching,medium,easy,A,high,regular,high
18,female,bcom,yes,poor,groupstudy,medium,easy,F,low,bad,high
21,male,diploma,no,average,coaching,low,hard,F,low,good,medium
23,male,bba,yes,good,online,low,moderate,F,low,regular,medium
19,male,bba,yes,good,coaching,medium,moderate,A,high,good,high
22,male,bcom,yes,good,coaching,high,hard,F,low,good,low
17,other,bca,yes,poor,mixed,medium,moderate,F,medium,good,low
22,other,diploma,no,poor,coaching,high,easy,B,high,good,high
21,female,bba,no,good,online,medium,moderate,F,medium,good,high
18,other,bsc,yes,poor,mixed,low,easy,D,medium,good,low
17,female,diploma,yes,good,online,low,hard,A,high,good,medium
22,male,btech,yes,average,online,medium,hard,A,high,regular,high
18,other,diploma,no,poor,selfstudy,high,moderate,C,high,good,low
20,male,btech,yes,good,coaching,low,hard,A,high,bad,high
17,other,btech,yes,good,mixed,medium,hard,F,medium,regular,low
24,other,btech,yes,good,selfstudy,low,moderate,F,low,good,low
21,male,bsc,yes,poor,coaching,high,moderate,C,medium,regular,low
24,male,bca,yes,good,selfstudy,low,easy,C,high,regular,low
18,female,bcom,no,poor,selfstudy,medium,hard,F,low,good,low
18,other,btech,no,average,online,low,moderate,F,low,good,medium
21,male,bcom,yes,good,online,high,moderate,C,high,bad,low
21,other,diploma,yes,average,online,high,hard,B,medium,good,high
23,female,ba,yes,average,online,medium,moderate,F,medium,good,medium
24,other,bca,yes,good,selfstudy,high,easy,A,high,regular,medium
23,female,bsc,yes,average,online,high,moderate,B,medium,good,medium
18,female,ba,no,poor,groupstudy,low,moderate,C,high,good,low
19,female,bca,yes,average,groupstudy,medium,easy,F,medium,good,high
24,male,bba,yes,poor,coaching,medium,moderate,F,medium,good,low
21,male,btech,yes,good,coaching,medium,hard,C,low,regular,high
23,male,bba,yes,good,selfstudy,medium,moderate,D,medium,good,medium
21,other,bca,yes,good,online,high,moderate,F,low,bad,low
17,female,btech,yes,good,online,high,easy,D,low,good,high
20,female,bcom,yes,poor,selfstudy,low,easy,F,medium,good,low
23,other,bba,no,good,online,high,moderate,A,medium,good,high
22,other,btech,yes,poor,groupstudy,medium,moderate,C,low,regular,medium
18,male,bba,yes,average,coaching,medium,easy,D,low,good,medium
18,female,bca,no,poor,mixed,high,moderate,B,medium,good,low
23,female,ba,yes,good,mixed,low,easy,F,low,bad,medium
24,other,ba,yes,average,selfstudy,medium,hard,F,low,regular,high
23,other,btech,yes,poor,groupstudy,high,hard,B,high,regular,medium
17,female,bca,yes,good,groupstudy,high,moderate,B,medium,good,medium
21,male,diploma,yes,poor,groupstudy,low,moderate,D,high,bad,low
23,female,diploma,yes,average,selfstudy,medium,moderate,F,low,regular,high
22,male,ba,yes,good,coaching,high,hard,A,medium,good,medium
21,other,btech,no,average,groupstudy,high,easy,F,low,good,medium
20,other,bcom,no,good,coaching,medium,moderate,D,medium,good,low
18,other,bsc,yes,average,coaching,low,moderate,D,high,bad,low
19,male,btech,no,poor,groupstudy,medium,easy,C,high,regular,medium
22,female,btech,yes,average,mixed,medium,hard,C,medium,bad,high
17,other,bba,yes,average,selfstudy,low,hard,F,medium,regular,medium
17,female,btech,yes,average,online,low,hard,D,high,regular,low
20,other,btech,yes,good,groupstudy,high,hard,A,high,regular,medium
23,female,diploma,yes,good,coaching,medium,hard,B,medium,regular,medium
22,female,bba,yes,average,coaching,high,moderate,B,medium,bad,low
21,female,bca,yes,good,online,medium,moderate,D,medium,good,high
21,male,bsc,yes,good,mixed,high,easy,C,medium,good,low
17,female,bcom,yes,average,coaching,medium,moderate,A,medium,regular,medium
19,male,bba,yes,average,selfstudy,high,hard,D,low,good,high
17,other,bba,yes,average,selfstudy,low,easy,F,medium,good,low
23,female,bcom,yes,poor,coaching,medium,moderate,B,medium,regular,high
23,female,diploma,yes,good,coaching,medium,moderate,B,medium,good,low
19,other,bba,yes,average,online,high,easy,B,medium,good,high
19,female,bsc,yes,good,online,medium,moderate,F,medium,good,low
19,other,btech,yes,poor,online,low,hard,F,medium,regular,low
24,female,btech,yes,good,online,low,hard,F,low,good,low
20,other,bca,yes,average,online,medium,easy,F,medium,regular,medium
23,other,bca,no,poor,selfstudy,medium,moderate,F,low,regular,low
20,male,ba,yes,good,groupstudy,low,hard,F,medium,good,medium
22,male,bca,yes,good,online,high,easy,B,medium,bad,high
21,other,diploma,yes,average,selfstudy,medium,easy,F,medium,regular,low
19,male,bsc,yes,average,selfstudy,medium,moderate,F,medium,bad,low
24,other,diploma,yes,poor,selfstudy,medium,moderate,F,medium,good,low
22,male,ba,no,poor,selfstudy,high,moderate,B,medium,bad,medium
23,other,ba,yes,average,selfstudy,low,moderate,F,low,good,medium
24,other,bsc,yes,good,selfstudy,high,moderate,A,high,good,high
18,female,bba,yes,good,coaching,medium,easy,B,medium,good,high
17,female,bba,yes,poor,coaching,high,easy,C,high,bad,high
21,female,btech,yes,average,online,low,easy,F,low,good,low
19,female,bba,yes,average,selfstudy,low,moderate,B,high,good,high
20,female,btech,yes,poor,mixed,high,easy,D,medium,good,low
18,male,bsc,yes,good,selfstudy,low,moderate,C,medium,good,high
20,male,bba,no,good,selfstudy,high,moderate,A,high,regular,high
20,other,bca,yes,good,coaching,high,moderate,D,medium,good,low
19,other,btech,yes,good,coaching,medium,easy,A,high,good,low
22,female,ba,yes,good,mixed,medium,hard,D,low,good,low
21,other,bsc,yes,poor,mixed,medium,hard,B,high,good,high
20,female,bba,yes,poor,mixed,high,hard,A,high,bad,medium
17,female,bca,yes,good,online,low,moderate,D,medium,good,medium
21,male,bba,yes,good,coaching,medium,moderate,A,high,regular,medium
18,female,bca,yes,average,selfstudy,medium,moderate,F,low,regular,high
19,male,ba,yes,poor,selfstudy,medium,moderate,B,medium,regular,medium
20,other,bba,yes,good,online,low,moderate,C,medium,good,high
18,male,bcom,yes,good,coaching,high,moderate,A,medium,good,high
20,female,diploma,yes,good,mixed,high,moderate,B,medium,good,low
19,female,bsc,yes,average,selfstudy,low,hard,D,medium,good,low
23,male,diploma,yes,average,online,medium,hard,C,medium,good,medium
23,female,bca,no,good,selfstudy,high,hard,F,medium,regular,low
17,male,diploma,yes,poor,selfstudy,low,hard,F,medium,bad,medium
21,male,bba,yes,average,selfstudy,high,moderate,D,low,good,high
22,other,bcom,yes,good,groupstudy,high,moderate,C,high,good,medium
20,female,bsc,yes,poor,coaching,high,moderate,F,low,good,low
20,female,bsc,yes,good,online,high,moderate,B,medium,good,high
23,male,diploma,yes,poor,groupstudy,high,easy,A,high,regular,medium
20,male,btech,yes,poor,mixed,low,moderate,B,high,regular,low
17,female,bca,yes,average,coaching,medium,easy,D,medium,good,medium
19,other,bba,no,good,mixed,low,moderate,F,low,good,low
19,male,btech,yes,good,coaching,low,easy,D,medium,regular,low
20,other,diploma,yes,average,online,low,moderate,F,medium,bad,low
18,male,bsc,yes,poor,mixed,high,easy,F,low,regular,medium
18,female,bsc,yes,good,coaching,low,easy,A,high,bad,medium
24,male,ba,yes,average,selfstudy,high,easy,C,medium,good,high
18,other,btech,yes,poor,selfstudy,low,moderate,F,medium,bad,medium
22,other,btech,no,average,groupstudy,medium,moderate,D,medium,regular,high
22,other,bba,yes,poor,groupstudy,low,hard,A,high,good,high
21,other,diploma,yes,poor,mixed,medium,easy,C,high,good,low
24,other,btech,no,average,online,medium,hard,F,low,regular,low
17,female,bba,yes,poor,groupstudy,medium,easy,C,high,regular,high
19,other,bba,yes,good,coaching,medium,easy,A,high,regular,low
18,male,btech,yes,good,coaching,low,easy,A,high,good,medium
21,female,bsc,yes,average,selfstudy,high,moderate,F,low,bad,low
22,other,ba,yes,good,mixed,medium,moderate,C,medium,bad,medium
24,female,bba,no,good,coaching,medium,easy,B,high,bad,medium
20,other,bsc,yes,good,online,high,easy,C,low,good,high
18,female,ba,yes,average,online,medium,hard,D,medium,good,medium
24,female,ba,yes,good,online,high,hard,A,high,good,medium
22,male,bba,yes,average,mixed,medium,easy,C,high,good,medium
23,male,bsc,yes,average,groupstudy,low,easy,F,low,good,medium
20,other,bba,yes,average,groupstudy,high,hard,F,medium,regular,low
20,other,bca,no,poor,online,high,easy,B,medium,good,high
20,female,bba,yes,good,groupstudy,high,easy,F,low,good,medium
22,other,bca,yes,average,online,low,moderate,F,medium,good,medium
18,male,bsc,no,poor,mixed,high,moderate,C,medium,good,low
24,other,diploma,yes,good,coaching,medium,hard,B,low,good,low
18,female,bcom,yes,average,coaching,medium,moderate,A,medium,good,medium
20,female,bsc,no,poor,mixed,high,moderate,A,high,bad,high
19,male,ba,yes,average,mixed,high,easy,D,medium,good,low
22,female,bcom,yes,poor,coaching,high,moderate,B,medium,bad,high
22,other,ba,yes,good,online,high,moderate,B,medium,good,high
24,other,bca,no,average,online,medium,moderate,C,medium,good,medium
23,female,ba,yes,good,online,high,easy,D,medium,regular,medium
18,male,bcom,yes,good,selfstudy,low,easy,A,high,good,medium
18,male,bca,yes,average,online,high,moderate,B,high,good,low
24,male,bcom,yes,good,selfstudy,low,moderate,F,medium,regular,low
20,male,diploma,yes,poor,mixed,high,easy,B,medium,good,high
17,other,diploma,yes,poor,mixed,low,easy,C,medium,regular,medium
23,male,ba,yes,poor,coaching,low,hard,F,medium,good,high
22,male,bca,no,poor,selfstudy,medium,easy,D,medium,good,medium
17,male,bba,yes,poor,selfstudy,medium,moderate,F,medium,regular,low
23,female,diploma,yes,average,selfstudy,medium,easy,D,medium,bad,low
21,female,ba,yes,average,selfstudy,medium,easy,C,medium,good,low
21,male,bcom,yes,good,mixed,low,moderate,B,high,regular,high
23,female,bsc,yes,poor,selfstudy,high,hard,F,medium,good,low
20,male,bba,yes,average,selfstudy,low,easy,A,high,good,high
20,other,bba,yes,good,coaching,low,moderate,A,medium,good,high
21,male,ba,yes,poor,coaching,high,moderate,C,high,good,low
18,male,bcom,yes,good,mixed,low,easy,B,medium,good,medium
18,female,ba,no,poor,coaching,high,easy,A,high,regular,high
23,other,ba,yes,poor,groupstudy,medium,hard,F,high,bad,low
18,female,btech,yes,average,coaching,low,hard,F,low,good,medium
21,male,bba,yes,average,coaching,high,easy,D,medium,good,medium
19,female,bca,yes,average,online,medium,moderate,A,high,regular,high
18,male,bcom,yes,average,groupstudy,high,moderate,C,medium,bad,high
